post_id	date	num_likes	num_angry	num_shares
211857482296579_930882303727423	2017-10-10T22:22:09+0000	75377	57	15922
211857482296579_930736187075368	2017-10-10T16:40:03+0000	19386	4	6222
211857482296579_930187367130250	2017-10-09T20:33:39+0000	18465	7	1588
211857482296579_929859127163074	2017-10-09T10:39:39+0000	164294	117	164977
211857482296579_929357687213218	2017-10-08T17:09:10+0000	171495	173	78642
211857482296579_929254763890177	2017-10-08T14:16:43+0000	38667	61	9759
211857482296579_929223827226604	2017-10-08T13:20:54+0000	5921	2	507
211857482296579_928541487294838	2017-10-07T09:35:22+0000	37106	42	13433
211857482296579_928221113993542	2017-10-06T21:43:39+0000	8569	4	9680
211857482296579_927373270744993	2017-10-05T14:40:25+0000	14124	4	1670
211857482296579_926966137452373	2017-10-04T22:12:14+0000	19707	1913	12894
211857482296579_926822727466714	2017-10-04T16:23:37+0000	26099	3742	12754
211857482296579_926470574168596	2017-10-04T01:10:21+0000	11536	4	1811
211857482296579_926341194181534	2017-10-03T19:05:26+0000	18337	1346	7583
211857482296579_925099960972324	2017-10-01T17:33:47+0000	34593	7	4640
211857482296579_924341597714827	2017-09-30T13:31:30+0000	9214	7	2405
211857482296579_923977541084566	2017-09-29T23:50:02+0000	3788	622	472
211857482296579_923962731086047	2017-09-29T23:27:48+0000	8445	3	825
211857482296579_923448991137421	2017-09-29T12:53:13+0000	17790	1895	7490
211857482296579_922710507877936	2017-09-28T10:09:06+0000	4801	449	687
211857482296579_922534054562248	2017-09-28T00:31:16+0000	8571	1063	6167
211857482296579_922381211244199	2017-09-27T17:55:59+0000	5082	44	702
211857482296579_921880894627564	2017-09-26T20:51:46+0000	9177	16	4630
211857482296579_921595197989467	2017-09-26T11:36:55+0000	16042	4	3741
211857482296579_921554881326832	2017-09-26T09:36:23+0000	9081	15	839
211857482296579_921249388024048	2017-09-25T18:29:06+0000	159997	252	171368
211857482296579_921089044706749	2017-09-25T11:56:05+0000	9028	22	4772
211857482296579_921040594711594	2017-09-25T09:40:33+0000	9374	4	1725
211857482296579_920791144736539	2017-09-24T21:10:39+0000	22062	11	7762
211857482296579_920543028094684	2017-09-24T11:41:22+0000	9218	4	2235
211857482296579_920300031452317	2017-09-24T00:36:57+0000	7154	1	1209
211857482296579_920015641480756	2017-09-23T14:00:41+0000	51913	305	20835
211857482296579_919617974853856	2017-09-22T19:39:16+0000	21317	1284	7382
211857482296579_919559038193083	2017-09-22T17:27:59+0000	9436	10	7376
211857482296579_919492881533032	2017-09-22T15:25:25+0000	31150	13	7312
211857482296579_919440341538286	2017-09-22T13:35:12+0000	15777	5	5108
211857482296579_919074671574853	2017-09-21T18:56:01+0000	9396	6	2596
211857482296579_919042671578053	2017-09-21T17:37:41+0000	8743	4	1187
211857482296579_918926318256355	2017-09-21T13:03:02+0000	9417	1	1493
211857482296579_918318991650421	2017-09-20T11:55:57+0000	15149	7	4149
211857482296579_918064471675873	2017-09-19T23:54:11+0000	9000	3	2841
211857482296579_917450291737291	2017-09-18T22:38:26+0000	18350	54	4432
211857482296579_917418421740478	2017-09-18T21:52:55+0000	17571	8	2088
211857482296579_917267808422206	2017-09-18T15:30:18+0000	18614	14	9070
211857482296579_916718975143756	2017-09-17T17:45:08+0000	40126	2913	9543
211857482296579_916699061812414	2017-09-17T17:02:41+0000	12294	13	6057
211857482296579_916594051822915	2017-09-17T13:26:14+0000	27069	16	5371
211857482296579_916223181860002	2017-09-16T23:09:41+0000	25785	7	2297
211857482296579_916148895200764	2017-09-16T20:53:35+0000	12950	12	2331
211857482296579_915923841889936	2017-09-16T15:36:22+0000	20755	79	6007
211857482296579_915764245239229	2017-09-16T10:35:26+0000	9436	4	3018
211857482296579_915386121943708	2017-09-15T21:11:28+0000	16238	79	4364
211857482296579_915029125312741	2017-09-15T13:20:42+0000	8039	90	2497
211857482296579_914877795327874	2017-09-15T09:59:04+0000	6055	21	2269
211857482296579_914531552029165	2017-09-14T23:20:40+0000	21179	47	3053
211857482296579_914414475374206	2017-09-14T18:04:42+0000	38200	17	12844
211857482296579_913927405422913	2017-09-13T20:39:44+0000	7996	5	656
211857482296579_913667678782219	2017-09-13T11:19:17+0000	10233	528	4195
211857482296579_913254372156883	2017-09-12T14:29:24+0000	31459	40	9316
211857482296579_912261982256122	2017-09-10T16:15:49+0000	14901	9	1922
211857482296579_911713218977665	2017-09-09T22:02:36+0000	28205	86	4584
211857482296579_911505098998477	2017-09-09T14:46:32+0000	24571	4504	20586
211857482296579_911419112340409	2017-09-09T11:45:16+0000	11809	26	542
211857482296579_911159395699714	2017-09-08T21:54:24+0000	11892	4	1260
211857482296579_910771345738519	2017-09-08T02:38:49+0000	39422	12	16446
211857482296579_910275185788135	2017-09-07T11:04:22+0000	46723	119	10396
211857482296579_909973439151643	2017-09-06T20:43:25+0000	18516	10	5838
211857482296579_909906975824956	2017-09-06T17:25:10+0000	12845	2	1334
211857482296579_909797532502567	2017-09-06T13:12:17+0000	7679	4	1008
211857482296579_909769239172063	2017-09-06T12:09:16+0000	29761	16	8782
211857482296579_908954359253551	2017-09-04T21:16:37+0000	46023	16	14032
211857482296579_908898562592464	2017-09-04T19:14:09+0000	43495	19	4719
211857482296579_908786405937013	2017-09-04T14:50:02+0000	21023	9	6195
211857482296579_908186189330368	2017-09-03T14:36:51+0000	35625	446	13137
211857482296579_907829119366075	2017-09-02T20:07:48+0000	6830	2	965
211857482296579_907605816055072	2017-09-02T11:04:34+0000	20997	3	7824
211857482296579_907245949424392	2017-09-01T21:27:54+0000	10985	6	2457
211857482296579_907014709447516	2017-09-01T12:38:41+0000	8693	807	3283
211857482296579_905505806265073	2017-08-29T21:18:05+0000	53168	76	30387
211857482296579_905396706275983	2017-08-29T17:09:06+0000	11172	26	4181
211857482296579_905206492961671	2017-08-29T12:07:24+0000	29380	25	3719
211857482296579_904484703033850	2017-08-28T10:23:36+0000	21461	4546	7234
211857482296579_904213736394280	2017-08-28T00:01:02+0000	64871	620	16289
211857482296579_904162516399402	2017-08-27T22:56:17+0000	57993	39	17753
211857482296579_903869273095393	2017-08-27T13:15:01+0000	24144	10	5552
211857482296579_903300316485622	2017-08-26T15:50:31+0000	12232	7	1400
211857482296579_903265166489137	2017-08-26T15:16:49+0000	16980	4	2611
211857482296579_902954069853580	2017-08-26T01:12:22+0000	41898	9	11200
211857482296579_902918403190480	2017-08-26T00:04:31+0000	33773	272	17056
211857482296579_902846806530973	2017-08-25T21:20:06+0000	12490	4	2767
211857482296579_902756393206681	2017-08-25T17:50:08+0000	7394	14	672
211857482296579_902641316551522	2017-08-25T13:32:03+0000	6225	259	2265
211857482296579_902294103252910	2017-08-24T22:11:38+0000	29475	12	9531
211857482296579_902009083281412	2017-08-24T12:24:30+0000	10540	36	4620
211857482296579_901185283363792	2017-08-22T21:33:28+0000	25012	633	11638
211857482296579_901163806699273	2017-08-22T20:22:21+0000	29381	19	7929
211857482296579_900988913383429	2017-08-22T13:59:23+0000	20647	9	4176
211857482296579_900507886764865	2017-08-21T21:01:40+0000	28321	18	8876
211857482296579_900484726767181	2017-08-21T20:05:24+0000	8696	3	1439
211857482296579_900477946767859	2017-08-21T19:41:31+0000	9867	8	2704
211857482296579_900434980105489	2017-08-21T17:55:38+0000	22171	24	4627
211857482296579_900347820114205	2017-08-21T14:28:20+0000	10993	8	1249
211857482296579_900058036809850	2017-08-21T02:32:45+0000	9485	27	779
211857482296579_899960116819642	2017-08-20T21:52:22+0000	40176	199	20490
211857482296579_899933743488946	2017-08-20T20:59:41+0000	12967	425	4944
211857482296579_899503890198598	2017-08-20T00:38:53+0000	15101	13	5154
211857482296579_899218226893831	2017-08-19T11:16:19+0000	13859	1725	2301
211857482296579_898617990287188	2017-08-18T10:03:02+0000	33911	56	12545
211857482296579_898270026988651	2017-08-17T21:02:24+0000	25297	6774	4845
211857482296579_898100347005619	2017-08-17T14:42:54+0000	23343	8	4405
211857482296579_898009217014732	2017-08-17T11:16:10+0000	33428	1911	13871
211857482296579_897565430392444	2017-08-16T18:49:22+0000	16987	595	6615
211857482296579_897407290408258	2017-08-16T13:34:04+0000	69885	233	48445
211857482296579_897312087084445	2017-08-16T10:05:09+0000	27406	66	12255
211857482296579_896122483870072	2017-08-14T22:03:31+0000	21088	4235	11465
211857482296579_895046973977623	2017-08-13T15:39:28+0000	44999	30	11847
211857482296579_894974030651584	2017-08-13T13:17:40+0000	58817	15	7755
211857482296579_893572030791784	2017-08-11T23:48:30+0000	11963	3	2463
211857482296579_893209990827988	2017-08-11T14:39:34+0000	36124	71	10350
211857482296579_892789747536679	2017-08-11T01:14:39+0000	39656	58	13429
211857482296579_892239320925055	2017-08-10T11:31:47+0000	14993	8	3486
211857482296579_891423924339928	2017-08-09T10:01:43+0000	18495	11	7504
211857482296579_890850637730590	2017-08-08T16:22:25+0000	22380	1603	16046
211857482296579_890734054408915	2017-08-08T12:33:10+0000	8888	130	4446
211857482296579_889826517833002	2017-08-07T10:02:50+0000	9071	7	1477
211857482296579_889056827909971	2017-08-06T15:53:47+0000	32878	25	7072
211857482296579_888928491256138	2017-08-06T13:04:17+0000	18684	10	3536
211857482296579_888017631347224	2017-08-05T13:14:23+0000	37672	84	27555
211857482296579_887975898018064	2017-08-05T11:48:29+0000	18184	17	4421
211857482296579_887434648072189	2017-08-04T20:09:18+0000	28602	41	12130
211857482296579_886678011481186	2017-08-03T23:08:56+0000	22211	1618	14917
211857482296579_886554338160220	2017-08-03T19:43:20+0000	12214	5	2170
211857482296579_886451828170471	2017-08-03T17:26:26+0000	11978	9	2022
211857482296579_885935051555482	2017-08-02T23:56:31+0000	67079	194	18488
211857482296579_885874648228189	2017-08-02T21:53:40+0000	54809	41	23732
211857482296579_885837314898589	2017-08-02T20:56:18+0000	15605	60	2296
211857482296579_885114981637489	2017-08-01T13:51:55+0000	14415	3526	3766
211857482296579_884120468403607	2017-07-30T20:13:32+0000	87393	598	43486
211857482296579_883457905136530	2017-07-29T15:24:38+0000	16772	34	8090
211857482296579_883427265139594	2017-07-29T14:21:46+0000	6064	3	703
211857482296579_882875135194807	2017-07-28T14:26:47+0000	28565	16	8545
211857482296579_882750855207235	2017-07-28T10:35:10+0000	52761	2236	86022
211857482296579_882388068576847	2017-07-27T19:30:48+0000	11171	3459	2709
211857482296579_882191491929838	2017-07-27T12:29:54+0000	10868	89	4021
211857482296579_881832305299090	2017-07-26T20:14:10+0000	5697	3	605
211857482296579_881580701990917	2017-07-26T10:51:55+0000	18770	8	3145
211857482296579_881360388679615	2017-07-26T01:23:34+0000	13773	5	4123
211857482296579_881169442032043	2017-07-25T18:05:55+0000	39503	1978	51034
211857482296579_880436745438646	2017-07-24T16:00:25+0000	32916	25	4540
211857482296579_880009732148014	2017-07-24T00:04:31+0000	12865	2	1980
211857482296579_879676092181378	2017-07-23T13:13:43+0000	8427	2	982
211857482296579_879220405560280	2017-07-22T20:50:01+0000	30921	102	10841
211857482296579_877988135683507	2017-07-21T01:23:56+0000	7218	640	2256
211857482296579_877918112357176	2017-07-20T22:23:32+0000	17453	3598	8551
211857482296579_877613172387670	2017-07-20T14:24:41+0000	23704	62	9541
211857482296579_877236432425344	2017-07-19T22:00:57+0000	16835	4	2791
211857482296579_876569865825334	2017-07-18T20:05:31+0000	26540	39	6108
211857482296579_875824189233235	2017-07-17T14:43:42+0000	14590	5	2432
211857482296579_875664752582512	2017-07-17T09:29:30+0000	46328	23	8107
211857482296579_874857709329883	2017-07-16T00:29:25+0000	22944	2660	18488
211857482296579_874521929363461	2017-07-15T12:20:29+0000	24873	13	7406
211857482296579_873631192785868	2017-07-14T00:26:30+0000	18226	6	4267
211857482296579_872840382864949	2017-07-12T19:27:51+0000	154587	417	118900
211857482296579_872710309544623	2017-07-12T15:04:39+0000	14770	16	1320
211857482296579_871400753008912	2017-07-10T10:08:25+0000	67082	31	53333
211857482296579_870903346391986	2017-07-09T14:14:02+0000	15633	1656	4486
211857482296579_869875369828117	2017-07-07T20:49:38+0000	27042	22	21130
211857482296579_869630056519315	2017-07-07T11:10:02+0000	13103	4	4215
211857482296579_869227849892869	2017-07-06T22:30:37+0000	9610	1	3969
211857482296579_868987733250214	2017-07-06T13:01:06+0000	10200	216	3492
211857482296579_868596636622657	2017-07-05T19:04:05+0000	26522	17	7232
211857482296579_868137056668615	2017-07-04T22:58:00+0000	15308	5	4210
211857482296579_867507606731560	2017-07-03T20:59:14+0000	8359	2	972
211857482296579_867167703432217	2017-07-03T10:38:12+0000	32516	15	4180
211857482296579_866721366810184	2017-07-02T15:16:25+0000	39633	7	6667
211857482296579_866621193486868	2017-07-02T11:24:31+0000	8851	2426	2265
211857482296579_866052203543767	2017-07-01T12:57:21+0000	49887	17	34374
211857482296579_865798050235849	2017-07-01T01:18:27+0000	32868	17	15055
211857482296579_864894116992909	2017-06-29T16:07:08+0000	42245	19	11992
211857482296579_864775677004753	2017-06-29T12:36:05+0000	6303	0	564
211857482296579_864308577051463	2017-06-29T00:11:30+0000	24888	31	7311
211857482296579_864078380407816	2017-06-28T17:23:34+0000	22287	8	6403
211857482296579_863343733814614	2017-06-27T14:35:34+0000	28660	309	13260
211857482296579_862353760580278	2017-06-26T00:27:48+0000	9931	595	1378
211857482296579_862092597273061	2017-06-25T13:49:16+0000	13087	4925	4955
211857482296579_861439147338406	2017-06-24T12:45:11+0000	9622	2	1623
211857482296579_860969827385338	2017-06-23T15:49:32+0000	22345	15	7980
211857482296579_860636984085289	2017-06-23T01:40:03+0000	4993	37	134
211857482296579_860262127456108	2017-06-22T12:08:10+0000	50451	47	39370
211857482296579_859738024175185	2017-06-21T20:07:57+0000	10028	6	1551
211857482296579_859608490854805	2017-06-21T14:11:56+0000	7429	814	1612
211857482296579_859171174231870	2017-06-20T19:54:04+0000	24511	13	3298
211857482296579_858925660923088	2017-06-20T09:38:30+0000	24142	13	3126
211857482296579_858583180957336	2017-06-19T20:09:27+0000	28304	17	5752
211857482296579_858522724296715	2017-06-19T17:55:43+0000	42646	16	6775
211857482296579_858374860978168	2017-06-19T12:24:44+0000	30184	54	9204
211857482296579_857850567697264	2017-06-18T11:47:49+0000	74439	372	16265
211857482296579_857614144387573	2017-06-18T00:35:29+0000	35999	24	12954
211857482296579_857455411070113	2017-06-17T17:05:03+0000	14111	2	3156
211857482296579_856140021201652	2017-06-15T13:55:20+0000	28643	24	6667
211857482296579_855152094633778	2017-06-13T22:18:09+0000	179055	367	167000
211857482296579_854879154661072	2017-06-13T10:28:44+0000	29868	20	11337
211857482296579_854513928030928	2017-06-12T16:53:49+0000	36827	20	6739
211857482296579_853258478156473	2017-06-10T10:34:15+0000	35075	67	15551
211857482296579_852403294908658	2017-06-08T19:41:14+0000	20738	25	6686
211857482296579_852227254926262	2017-06-08T12:46:25+0000	19200	15	9901
211857482296579_852160548266266	2017-06-08T10:08:56+0000	67110	38	31376
211857482296579_851385925010395	2017-06-06T20:23:19+0000	27223	8	6926
211857482296579_851151578367163	2017-06-06T10:27:49+0000	36447	32	6320
211857482296579_850893658392955	2017-06-05T21:04:30+0000	333302	767	338657
211857482296579_850682858414035	2017-06-05T12:20:08+0000	22088	10	4750
211857482296579_850227065126281	2017-06-04T18:28:18+0000	28637	2	2241
211857482296579_849263315222656	2017-06-02T20:43:24+0000	21112	3	2168
211857482296579_849159531899701	2017-06-02T16:02:30+0000	26808	2	5140
211857482296579_849005015248486	2017-06-02T10:35:05+0000	119475	707	49457
211857482296579_847643942051260	2017-05-30T16:05:19+0000	14720	32	2275
211857482296579_847234692092185	2017-05-29T21:20:14+0000	11821	65	3277
211857482296579_846737472141907	2017-05-28T21:28:37+0000	11366	36	8902
211857482296579_846475332168121	2017-05-28T11:20:30+0000	34015	20	8192
211857482296579_846185195530468	2017-05-27T21:45:38+0000	15587	8	3063
211857482296579_845901678892153	2017-05-27T10:30:40+0000	38700	12	11083
211857482296579_845428322272822	2017-05-26T12:25:34+0000	24520	12	2357
211857482296579_845401348942186	2017-05-26T11:10:05+0000	9994	737	3382
211857482296579_845147768967544	2017-05-25T23:06:35+0000	11655	19	2014
211857482296579_845118242303830	2017-05-25T22:49:48+0000	18779	32	5022
211857482296579_844475122368142	2017-05-24T21:10:49+0000	23755	4149	15529
211857482296579_843902282425426	2017-05-23T20:10:09+0000	108324	319	127643
211857482296579_843777619104559	2017-05-23T15:15:52+0000	31607	415	7200
211857482296579_843670525781935	2017-05-23T12:15:17+0000	38915	1597	9415
211857482296579_843662242449430	2017-05-23T12:00:38+0000	19321	232	3666
211857482296579_843035432512111	2017-05-22T16:19:18+0000	17417	9	2767
211857482296579_842952762520378	2017-05-22T13:25:16+0000	12367	5	884
211857482296579_842625229219798	2017-05-21T21:06:09+0000	30367	16	7041
211857482296579_842479382567716	2017-05-21T15:44:32+0000	57855	97	23785
211857482296579_841759649306356	2017-05-20T11:05:46+0000	33447	23	9180
211857482296579_841434346005553	2017-05-19T18:46:44+0000	13565	41	1841
211857482296579_841428486006139	2017-05-19T18:39:05+0000	9621	15	1042
211857482296579_841394292676225	2017-05-19T17:46:55+0000	14663	398	2073
211857482296579_841304089351912	2017-05-19T14:26:13+0000	11017	20	1372
211857482296579_841271412688513	2017-05-19T13:18:49+0000	13016	39	2090
211857482296579_840699576079030	2017-05-18T15:58:03+0000	19581	38	2801
211857482296579_840692602746394	2017-05-18T15:51:18+0000	7924	3	757
211857482296579_840668856082102	2017-05-18T15:13:13+0000	26278	45	4612
211857482296579_840609069421414	2017-05-18T13:30:55+0000	36209	199	9417
211857482296579_840526242763030	2017-05-18T10:55:50+0000	25639	11	2074
211857482296579_840490742766580	2017-05-18T09:43:24+0000	43142	20	27331
211857482296579_840175236131464	2017-05-17T23:52:39+0000	16350	6	2429
211857482296579_839037602911894	2017-05-16T10:04:15+0000	32567	15	7636
211857482296579_838751876273800	2017-05-15T22:01:46+0000	31931	189	7199
211857482296579_838104486338539	2017-05-14T20:09:04+0000	7063	2	1058
211857482296579_838050616343926	2017-05-14T18:35:50+0000	14790	5	7253
211857482296579_837925679689753	2017-05-14T14:43:11+0000	12540	1113	3278
211857482296579_837096303106024	2017-05-13T04:22:15+0000	26815	196	10152
211857482296579_836919616457026	2017-05-12T21:00:01+0000	33422	2226	23423
211857482296579_835847599897561	2017-05-10T21:13:45+0000	36583	2778	63868
211857482296579_835744123241242	2017-05-10T16:38:43+0000	32874	12	9199
211857482296579_835251173290537	2017-05-09T16:48:59+0000	28297	7185	15972
211857482296579_835074026641585	2017-05-09T10:21:24+0000	16006	5	2321
211857482296579_834818640000457	2017-05-08T21:33:21+0000	26961	6	3492
211857482296579_834583496690638	2017-05-08T12:23:59+0000	36079	15	11720
211857482296579_834109270071394	2017-05-07T14:56:21+0000	61125	43	15001
211857482296579_833698530112468	2017-05-06T19:03:43+0000	23221	2919	6178
211857482296579_833471366801851	2017-05-06T11:12:07+0000	48435	83	49116
211857482296579_832978236851164	2017-05-05T12:51:05+0000	84273	197	36824
211857482296579_832591543556500	2017-05-04T18:29:00+0000	88569	51	52507
211857482296579_832153800266941	2017-05-03T20:05:08+0000	14637	28	5080
211857482296579_831742393641415	2017-05-02T22:21:42+0000	98857	295	58493
211857482296579_831551066993881	2017-05-02T14:07:40+0000	37840	76	18191
211857482296579_831120710370250	2017-05-01T18:43:59+0000	48819	6	22097
211857482296579_831022000380121	2017-05-01T15:05:28+0000	77152	52	12151
211857482296579_829548257194162	2017-04-29T00:54:44+0000	40809	17	11015
211857482296579_829269460555375	2017-04-28T13:45:37+0000	7478	10	462
211857482296579_829266483889006	2017-04-28T13:41:13+0000	6052	13	374
211857482296579_829256990556622	2017-04-28T13:26:07+0000	10498	23	1419
211857482296579_829211047227883	2017-04-28T11:58:25+0000	49552	17103	144501
211857482296579_828688950613426	2017-04-27T13:10:20+0000	7756	27	1267
211857482296579_828363820645939	2017-04-26T21:51:42+0000	40936	340	31194
211857482296579_827820970700224	2017-04-25T23:21:31+0000	18477	10274	32424
211857482296579_827793124036342	2017-04-25T21:49:58+0000	12432	43	6860
211857482296579_827260210756300	2017-04-24T23:13:51+0000	29478	1542	18107
211857482296579_826993210783000	2017-04-24T12:37:29+0000	7684	920	1636
211857482296579_826722384143416	2017-04-23T23:08:41+0000	28463	9	5093
211857482296579_826155084200146	2017-04-23T01:37:56+0000	17273	14	6133
211857482296579_825741077574880	2017-04-22T10:41:09+0000	13744	3	2163
211857482296579_825532380929083	2017-04-22T02:16:54+0000	16122	18	6847
211857482296579_825131280969193	2017-04-21T11:30:10+0000	16918	6	3270
211857482296579_824787857670202	2017-04-20T19:28:22+0000	21966	22	9225
211857482296579_824685367680451	2017-04-20T15:54:52+0000	15084	3	2254
211857482296579_824335991048722	2017-04-20T02:00:13+0000	29964	13	8893
211857482296579_823956347753353	2017-04-19T12:08:50+0000	37652	56	30850
211857482296579_823099514505703	2017-04-17T22:40:46+0000	15352	4	900
211857482296579_823062877842700	2017-04-17T21:05:03+0000	33035	12	6067
211857482296579_821930027955985	2017-04-16T01:15:33+0000	20286	8	4227
211857482296579_821572344658420	2017-04-15T10:36:19+0000	26833	3432	20473
211857482296579_821098988039089	2017-04-14T14:01:32+0000	24862	4	11738
211857482296579_820597724755882	2017-04-13T18:38:25+0000	19742	275	8112
211857482296579_819737234841931	2017-04-12T11:29:31+0000	40240	14	6722
211857482296579_819380558210932	2017-04-11T21:09:33+0000	179285	222	214173
211857482296579_819191821563139	2017-04-11T13:39:09+0000	13765	21	2502
211857482296579_818698384945816	2017-04-10T17:16:44+0000	17882	13	3661
211857482296579_818053888343599	2017-04-09T17:51:48+0000	29896	8	8602
211857482296579_817827955032859	2017-04-09T12:15:22+0000	22200	10	4657
211857482296579_817329038416084	2017-04-08T16:51:00+0000	26015	13	6865
211857482296579_817158415099813	2017-04-08T11:40:45+0000	11260	23	1682
211857482296579_816892751793046	2017-04-07T23:55:16+0000	32823	70	17595
211857482296579_816161215199533	2017-04-06T22:42:04+0000	11727	15	1687
211857482296579_815921855223469	2017-04-06T13:59:17+0000	15688	64	2477
211857482296579_815918518557136	2017-04-06T13:54:51+0000	5495	7	242
211857482296579_815904861891835	2017-04-06T13:44:53+0000	6769	15	581
211857482296579_815875595228095	2017-04-06T13:13:33+0000	13883	47	2229
211857482296579_815480078600980	2017-04-05T22:34:58+0000	9302	10	798
211857482296579_815326238616364	2017-04-05T16:50:56+0000	18083	61	3508
211857482296579_815268048622183	2017-04-05T15:34:36+0000	21556	113	3729
211857482296579_815259815289673	2017-04-05T15:25:55+0000	64494	567	36530
211857482296579_813688815446773	2017-04-03T00:16:43+0000	34030	13	7475
211857482296579_813664842115837	2017-04-02T23:04:07+0000	7341	60	2961
211857482296579_813461175469537	2017-04-02T15:06:10+0000	15998	8	3259
211857482296579_812492982233023	2017-04-01T00:26:28+0000	19396	6	2209
211857482296579_812258092256512	2017-03-31T14:40:29+0000	27839	7	3554
211857482296579_812136092268712	2017-03-31T10:01:01+0000	31936	79	13930
211857482296579_811927825622872	2017-03-31T01:09:29+0000	10964	9	792
211857482296579_811910268957961	2017-03-31T00:34:13+0000	10509	5	898
211857482296579_811863958962592	2017-03-30T22:43:14+0000	15406	32	3125
211857482296579_811662682316053	2017-03-30T15:02:40+0000	12100	16	1086
211857482296579_811328795682775	2017-03-30T11:00:00+0000	11035	6	1146
211857482296579_811350089013979	2017-03-30T00:28:33+0000	22264	14	5174
211857482296579_811276255688029	2017-03-29T20:14:13+0000	10288	28	3251
211857482296579_810671259081862	2017-03-28T15:54:16+0000	10785	1947	5858
211857482296579_810619259087062	2017-03-28T13:53:55+0000	27744	6	4745
211857482296579_810343142448007	2017-03-28T02:02:13+0000	18391	4881	18160
211857482296579_809556182526703	2017-03-26T16:28:02+0000	26793	10	3870
211857482296579_808882839260704	2017-03-25T12:23:15+0000	12693	4	3442
211857482296579_808374899311498	2017-03-24T14:55:13+0000	14363	10	2367
211857482296579_807999829349005	2017-03-23T22:00:16+0000	25151	365	31051
211857482296579_807803082702013	2017-03-23T14:23:26+0000	32109	77	3616
211857482296579_807215489427439	2017-03-22T13:00:54+0000	15196	22	6599
211857482296579_806909919457996	2017-03-22T00:08:15+0000	20400	3	1785
211857482296579_806385709510417	2017-03-21T03:10:55+0000	71657	62	27339
211857482296579_806299312852390	2017-03-20T22:54:32+0000	29029	45	6867
211857482296579_806206952861626	2017-03-20T19:00:16+0000	51591	578	17310
211857482296579_806183652863956	2017-03-20T18:09:07+0000	35955	14	6330
211857482296579_806055559543432	2017-03-20T13:14:48+0000	41261	15	11851
211857482296579_805547302927591	2017-03-19T11:35:17+0000	29587	25	8997
211857482296579_804516656363989	2017-03-17T14:26:26+0000	29129	15	8959
211857482296579_803530156462639	2017-03-15T18:31:49+0000	22488	34	9071
211857482296579_803006109848377	2017-03-14T18:49:48+0000	21090	8	7885
211857482296579_801200083362313	2017-03-12T00:47:52+0000	58490	31	16955
211857482296579_800794550069533	2017-03-11T10:57:43+0000	22968	7	11417
211857482296579_800342020114786	2017-03-10T20:25:36+0000	9319	2	1110
211857482296579_798920870256901	2017-03-09T16:56:09+0000	21465	11	6463
211857482296579_798405060308482	2017-03-09T00:38:38+0000	22836	20	4179
211857482296579_798072080341780	2017-03-08T13:09:45+0000	36129	56	7876
211857482296579_797306090418379	2017-03-07T13:06:21+0000	21180	2230	10612
211857482296579_797253287090326	2017-03-07T11:29:31+0000	15994	44	7976
211857482296579_796849803797341	2017-03-06T21:47:35+0000	5113	2	433
211857482296579_796491267166528	2017-03-06T09:31:30+0000	18306	7	3960
211857482296579_795974373884884	2017-03-05T14:16:50+0000	29178	30	14481
211857482296579_795203340628654	2017-03-04T12:37:26+0000	15221	14	4403
211857482296579_793905104091811	2017-03-02T12:55:54+0000	28282	294	18524
211857482296579_793590114123310	2017-03-02T00:04:09+0000	14761	2027	3406
211857482296579_792905074191814	2017-02-28T21:37:19+0000	33491	31	8169
211857482296579_791897954292526	2017-02-27T12:00:32+0000	9637	416	1068
211857482296579_791501350998853	2017-02-26T20:16:23+0000	29975	1051	44342
211857482296579_791245494357772	2017-02-26T14:03:35+0000	6597	3	772
211857482296579_790567107758944	2017-02-25T15:32:00+0000	12540	1	4311
211857482296579_790458087769846	2017-02-25T11:46:53+0000	29185	408	27841
211857482296579_790117117803943	2017-02-24T21:57:16+0000	5423	347	654
211857482296579_789833877832267	2017-02-24T11:31:28+0000	17502	6	6582
211857482296579_789433381205650	2017-02-23T23:24:11+0000	49766	15	9888
211857482296579_789217494560572	2017-02-23T15:49:42+0000	47147	2624	27654
211857482296579_789073007908354	2017-02-23T10:12:20+0000	8551	8	586
211857482296579_788707791278209	2017-02-22T20:13:59+0000	29137	79	4220
211857482296579_788518084630513	2017-02-22T13:33:24+0000	27139	8	6735
211857482296579_788132224669099	2017-02-21T21:17:25+0000	9534	3	1478
211857482296579_787834231365565	2017-02-21T12:35:04+0000	15133	7	4348
211857482296579_786653131483675	2017-02-19T17:32:11+0000	67081	6206	50823
211857482296579_786492068166448	2017-02-19T12:56:07+0000	28348	8	5017
211857482296579_785930518222603	2017-02-18T18:34:38+0000	21253	7375	22615
211857482296579_785145758301079	2017-02-17T18:30:31+0000	15339	2	2966
211857482296579_784950254987296	2017-02-17T12:59:38+0000	39592	8	12392
211857482296579_784306675051654	2017-02-16T17:28:42+0000	12030	7	1725
211857482296579_784074098408245	2017-02-16T11:05:10+0000	44917	22	21167
211857482296579_782851381863850	2017-02-14T20:50:27+0000	24231	6	6516
211857482296579_781319635350358	2017-02-12T20:43:00+0000	15968	6	5758
211857482296579_780574832091505	2017-02-11T20:34:23+0000	18986	5	1037
211857482296579_779748415507480	2017-02-10T16:54:56+0000	10528	21	1129
211857482296579_779742375508084	2017-02-10T16:51:52+0000	3179	7	90
211857482296579_779623205520001	2017-02-10T12:30:18+0000	9112	17	658
